18/09/2007 20:15:43,910244
18/09/2007 20:20:43,905324
18/09/2007 20:25:43,906593
18/09/2007 20:30:43,903288
18/09/2007 20:35:43,890396
18/09/2007 20:40:43,894851
18/09/2007 20:45:43,897815
18/09/2007 20:50:43,886053
18/09/2007 20:55:43,883823
18/09/2007 21:00:43,865309
18/09/2007 21:05:43,846639
18/09/2007 21:10:43,836697
18/09/2007 21:15:43,835676
18/09/2007 21:20:43,830646
18/09/2007 21:25:43,828723
18/09/2007 21:30:43,814632
18/09/2007 21:35:43,814008
18/09/2007 21:40:43,803788
18/09/2007 21:45:43,790931
18/09/2007 21:50:43,786907
18/09/2007 21:55:43,778333
18/09/2007 22:00:43,763361
18/09/2007 22:05:43,752088
18/09/2007 22:10:43,744982
18/09/2007 22:15:43,737190
18/09/2007 22:20:43,733027
18/09/2007 22:25:43,726615
18/09/2007 22:30:43,723216
18/09/2007 22:35:43,717071
18/09/2007 22:40:43,713857
18/09/2007 22:45:43,710675
18/09/2007 22:50:43,711195
18/09/2007 22:55:43,701896
18/09/2007 23:00:43,697310
18/09/2007 23:05:43,687881
18/09/2007 23:10:43,690556
18/09/2007 23:15:43,696156
18/09/2007 23:20:43,697064
18/09/2007 23:25:43,689489
18/09/2007 23:30:43,700581
18/09/2007 23:35:43,693064
18/09/2007 23:40:43,693513
18/09/2007 23:45:43,695403
18/09/2007 23:50:43,697805
18/09/2007 23:55:43,694212
19/09/2007 00:00:43,693658
19/09/2007 00:05:43,687127
19/09/2007 00:10:43,692354
19/09/2007 00:15:43,697494
19/09/2007 00:20:43,701179
19/09/2007 00:25:43,704238
19/09/2007 00:30:43,705185
19/09/2007 00:35:43,706676
19/09/2007 00:40:43,703104
19/09/2007 00:45:43,704269
19/09/2007 00:50:43,702600
19/09/2007 00:55:43,700754
19/09/2007 01:00:43,697609
19/09/2007 01:05:43,688408
19/09/2007 01:10:43,693462
19/09/2007 01:15:43,699021
19/09/2007 01:20:43,687852
19/09/2007 01:25:43,694277
19/09/2007 01:30:43,695072
19/09/2007 01:35:43,684070
19/09/2007 01:40:43,688935
19/09/2007 01:45:43,684051
19/09/2007 01:50:43,680305
19/09/2007 01:55:43,675025
19/09/2007 02:00:43,673500
19/09/2007 02:05:43,668722
19/09/2007 02:10:43,668011
19/09/2007 02:15:43,665045
19/09/2007 02:20:43,665673
19/09/2007 02:25:43,660290
19/09/2007 02:30:43,656688
19/09/2007 02:35:43,647301
19/09/2007 02:40:43,639918
19/09/2007 02:45:43,634863
19/09/2007 02:50:43,629939
19/09/2007 02:55:43,621664
19/09/2007 03:00:43,613659
19/09/2007 03:05:43,598536
19/09/2007 03:10:43,592373
19/09/2007 03:15:43,588533
19/09/2007 03:20:43,585704
19/09/2007 03:25:43,577374
19/09/2007 03:30:43,576385
19/09/2007 03:35:43,569374
19/09/2007 03:40:43,560975
19/09/2007 03:45:43,554541
19/09/2007 03:50:43,550293
19/09/2007 03:55:43,540566
19/09/2007 04:00:43,536131
19/09/2007 04:05:43,513058
19/09/2007 04:10:43,507035
19/09/2007 04:15:43,504704
19/09/2007 04:20:43,495395
19/09/2007 04:25:43,491202
19/09/2007 04:30:43,487727
19/09/2007 04:35:43,483137
19/09/2007 04:40:43,480428
19/09/2007 04:45:43,472166
19/09/2007 04:50:43,468058
19/09/2007 04:55:43,465094
19/09/2007 05:00:43,460401
19/09/2007 05:05:43,454206
19/09/2007 05:10:43,453817
19/09/2007 05:15:43,453726
19/09/2007 05:20:43,451274
19/09/2007 05:25:43,451031
19/09/2007 05:30:43,451626
19/09/2007 05:35:43,446123
19/09/2007 05:40:43,447658
19/09/2007 05:45:43,449462
19/09/2007 05:50:43,448364
19/09/2007 05:55:43,452451
19/09/2007 06:00:43,450740
19/09/2007 06:05:43,452623
19/09/2007 06:10:43,465020
19/09/2007 06:15:43,477421
19/09/2007 06:20:43,486212
19/09/2007 06:25:43,488507
19/09/2007 06:30:43,494506
19/09/2007 06:35:43,497139
19/09/2007 06:40:43,502337
19/09/2007 06:45:43,509562
19/09/2007 06:50:43,509549
19/09/2007 06:55:43,515001
19/09/2007 07:00:43,521609
19/09/2007 07:05:43,522820
19/09/2007 07:10:43,531106
19/09/2007 07:15:43,537235
19/09/2007 07:20:43,541926
19/09/2007 07:25:43,543422
19/09/2007 07:30:43,545787
19/09/2007 07:35:43,548451
19/09/2007 07:40:43,553350
19/09/2007 07:45:43,552484
19/09/2007 07:50:43,558918
19/09/2007 07:55:43,561655
19/09/2007 08:00:43,567416
19/09/2007 08:05:43,565903
19/09/2007 08:10:43,574052
19/09/2007 08:15:43,582581
19/09/2007 08:20:43,588384
19/09/2007 08:25:43,598737
19/09/2007 08:30:43,601939
19/09/2007 08:35:43,601436
19/09/2007 08:40:43,610763
19/09/2007 08:45:43,612934
19/09/2007 08:50:43,615712
19/09/2007 08:55:43,616184
19/09/2007 09:00:43,618275
19/09/2007 09:05:43,611127
19/09/2007 09:10:43,609739
19/09/2007 09:15:43,612010
19/09/2007 09:20:43,618057
19/09/2007 09:25:43,625069
19/09/2007 09:30:43,622404
19/09/2007 09:35:43,620464
19/09/2007 09:40:43,620549
19/09/2007 09:45:43,622996
19/09/2007 09:50:43,622538
19/09/2007 09:55:43,626037
19/09/2007 10:00:43,618271
19/09/2007 10:05:43,610385
19/09/2007 10:10:43,611545
19/09/2007 10:15:43,611799
19/09/2007 10:20:43,618691
19/09/2007 10:25:43,622475
19/09/2007 10:30:43,625593
19/09/2007 10:35:43,622619
19/09/2007 10:40:43,630458
19/09/2007 10:45:43,640455
19/09/2007 10:50:43,652003
19/09/2007 10:55:43,606246
19/09/2007 11:00:43,639021
19/09/2007 11:05:43,653253
19/09/2007 11:10:43,659777
19/09/2007 11:15:43,670331
19/09/2007 11:20:43,683090
19/09/2007 11:25:43,689430
19/09/2007 11:30:43,698054
19/09/2007 11:35:43,710237
19/09/2007 11:40:43,726276
19/09/2007 11:45:43,740550
19/09/2007 11:50:43,752567
19/09/2007 11:55:43,766526
19/09/2007 12:00:43,775214
19/09/2007 12:05:43,779759
19/09/2007 12:10:43,793428
19/09/2007 12:15:43,809206
19/09/2007 12:20:43,821223
19/09/2007 12:25:43,833408
19/09/2007 12:30:43,846111
19/09/2007 12:35:43,861306
19/09/2007 12:40:43,876509
19/09/2007 12:45:43,892662
19/09/2007 12:50:43,905284
19/09/2007 12:55:43,910712
19/09/2007 13:00:43,913372
19/09/2007 13:05:43,919315
19/09/2007 13:10:43,935461
19/09/2007 13:15:43,944954
19/09/2007 13:20:43,958724
19/09/2007 13:25:43,966793
19/09/2007 13:30:43,976830
19/09/2007 13:35:43,985824
19/09/2007 13:40:43,1001460
19/09/2007 13:45:43,1004867
19/09/2007 13:50:43,1005008
19/09/2007 13:55:43,1013228
19/09/2007 14:00:43,1008669
19/09/2007 14:05:43,1004290
19/09/2007 14:10:43,1018129
19/09/2007 14:15:43,1028942
19/09/2007 14:20:43,1031388
19/09/2007 14:25:43,1032274
19/09/2007 14:30:43,1038478
19/09/2007 14:35:43,1040733
19/09/2007 14:40:43,1043523
19/09/2007 14:45:43,1045127
19/09/2007 14:50:43,1044361
19/09/2007 14:55:43,1037522
