18/09/2007 20:30:43,3625449
18/09/2007 20:50:43,3569115
18/09/2007 21:10:43,3432468
18/09/2007 21:30:43,3309677
18/09/2007 21:50:43,3195634
18/09/2007 22:10:43,3038764
18/09/2007 22:30:43,2920048
18/09/2007 22:50:43,2852798
18/09/2007 23:10:43,2777643
18/09/2007 23:30:43,2783290
18/09/2007 23:50:43,2779785
19/09/2007 00:10:43,2767351
19/09/2007 00:30:43,2808096
19/09/2007 00:50:43,2816649
19/09/2007 01:10:43,2780233
19/09/2007 01:30:43,2776222
19/09/2007 01:50:43,2737361
19/09/2007 02:10:43,2685258
19/09/2007 02:30:43,2647696
19/09/2007 02:50:43,2552021
19/09/2007 03:10:43,2426232
19/09/2007 03:30:43,2327996
19/09/2007 03:50:43,2235183
19/09/2007 04:10:43,2096790
19/09/2007 04:30:43,1979028
19/09/2007 04:50:43,1903789
19/09/2007 05:10:43,1833518
19/09/2007 05:30:43,1807657
19/09/2007 05:50:43,1791607
19/09/2007 06:10:43,1820834
19/09/2007 06:30:43,1946646
19/09/2007 06:50:43,2018587
19/09/2007 07:10:43,2090536
19/09/2007 07:30:43,2168370
19/09/2007 07:50:43,2213203
19/09/2007 08:10:43,2269026
19/09/2007 08:30:43,2371641
19/09/2007 08:50:43,2440845
19/09/2007 09:10:43,2455325
19/09/2007 09:30:43,2477540
19/09/2007 09:50:43,2486547
19/09/2007 10:10:43,2466238
19/09/2007 10:30:43,2478558
19/09/2007 10:50:43,2545535
19/09/2007 11:10:43,2558297
19/09/2007 11:30:43,2740905
19/09/2007 11:50:43,2929630
19/09/2007 12:10:43,3114927
19/09/2007 12:30:43,3309948
19/09/2007 12:50:43,3535761
19/09/2007 13:10:43,3678860
19/09/2007 13:30:43,3847301
19/09/2007 13:50:43,3997159
19/09/2007 14:10:43,4044316
19/09/2007 14:30:43,4131082
19/09/2007 14:50:43,4173744
19/09/2007 15:10:43,4117622
19/09/2007 15:30:43,4147523
19/09/2007 15:50:43,4128099
19/09/2007 16:10:43,4018515
19/09/2007 16:30:43,3967338
19/09/2007 16:50:43,3969878
19/09/2007 17:10:43,3947303
19/09/2007 17:30:43,3931864
19/09/2007 17:50:43,3964415
19/09/2007 18:10:43,3924152
19/09/2007 18:30:43,3886095
19/09/2007 18:50:43,3849975
19/09/2007 19:10:43,3786167
19/09/2007 19:30:43,3843414
19/09/2007 19:50:43,3843602
19/09/2007 20:10:43,3729240
19/09/2007 20:30:43,3643906
19/09/2007 20:50:43,3580821
19/09/2007 21:10:43,3435490
19/09/2007 21:30:43,3301875
19/09/2007 21:50:43,3153379
19/09/2007 22:10:43,2978066
19/09/2007 22:30:43,2863635
19/09/2007 22:50:43,2798942
19/09/2007 23:10:43,2730457
19/09/2007 23:30:43,2730969
19/09/2007 23:50:43,2759501
20/09/2007 00:10:43,2733925
20/09/2007 00:30:43,2744481
20/09/2007 00:50:43,2747691
20/09/2007 01:10:43,2734132
20/09/2007 01:30:43,2749569
20/09/2007 01:50:43,2720205
20/09/2007 02:10:43,2665703
20/09/2007 02:30:43,2604566
20/09/2007 02:50:43,2513489
20/09/2007 03:10:43,2394338
